0.200000, 1.200000
0.400000, 2.400000
0.600000, 3.600000
0.800000, 4.800000
1.000000, 6.000000
1.200000, 7.200000
1.400000, 8.400000
1.600000, 9.599999
1.800000, 10.799999
2.000000, 11.999999
2.200000, 13.199999
2.400000, 14.399999
2.600000, 15.599998
2.800000, 16.799999
3.000000, 18.000000
3.200001, 19.200001
3.400001, 20.400002
3.600001, 21.600002
3.800001, 22.800003
4.000000, 24.000004
4.200000, 25.200005
4.400000, 26.400005
4.600000, 27.600006
4.800000, 28.800007
5.000000, 30.000008
5.200000,28.799999
5.400000,27.599998
5.599999,26.399998
5.799999,25.199997
5.999999,23.999996
6.199999,22.799995
6.399999,21.599995
6.599998,20.399994
6.799998,19.199993
6.999998,17.999992
7.199998,16.799992
7.399998,15.599992
7.599998,14.399992
7.799997,13.199992
7.999997,11.999992
8.199997,10.799993
8.399997,9.599993
8.599997,8.399993
8.799996,7.199993
8.999996,5.999993
9.199996,4.799994
9.399996,3.599993
9.599996,2.399993
9.799995,1.199993
9.999995,-0.000007
10.200000, 1.200000
10.400000, 2.400000
10.599999, 3.600000
10.799999, 4.800000
10.999999, 6.000000
11.199999, 7.200000
11.399999, 8.400000
11.599998, 9.599999
11.799998, 10.799999
11.999998, 11.999999
12.199998, 13.199999
12.399998, 14.399999
12.599998, 15.599998
12.799997, 16.799999
12.999997, 18.000000
13.199997, 19.200001
13.399997, 20.400002
13.599997, 21.600002
13.799996, 22.800003
13.999996, 24.000004
14.199996, 25.200005
14.399996, 26.400005
14.599996, 27.600006
14.799995, 28.800007
14.999995, 30.000008
15.200000,28.799999
15.400000,27.599998
15.599999,26.399998
15.799999,25.199997
15.999999,23.999996
16.199999,22.799995
16.400000,21.599995
16.600000,20.399994
16.800001,19.199993
17.000002,17.999992
17.200003,16.799992
17.400003,15.599992
17.600004,14.399992
17.800005,13.199992
18.000006,11.999992
18.200006,10.799993
18.400007,9.599993
18.600008,8.399993
18.800009,7.199993
19.000010,5.999993
19.200010,4.799994
19.400011,3.599993
19.600012,2.399993
19.800013,1.199993
20.000013,-0.000007
20.200001, 1.200000
20.400002, 2.400000
20.600002, 3.600000
20.800003, 4.800000
21.000004, 6.000000
21.200005, 7.200000
21.400005, 8.400000
21.600006, 9.599999
21.800007, 10.799999
22.000008, 11.999999
22.200008, 13.199999
22.400009, 14.399999
22.600010, 15.599998
22.800011, 16.799999
23.000011, 18.000000
23.200012, 19.200001
23.400013, 20.400002
23.600014, 21.600002
23.800014, 22.800003
24.000015, 24.000004
24.200016, 25.200005
24.400017, 26.400005
24.600018, 27.600006
24.800018, 28.800007
25.000019, 30.000008
25.200001,28.799999
25.400002,27.599998
25.600002,26.399998
25.800003,25.199997
26.000004,23.999996
26.200005,22.799995
26.400005,21.599995
26.600006,20.399994
26.800007,19.199993
27.000008,17.999992
27.200008,16.799992
27.400009,15.599992
27.600010,14.399992
27.800011,13.199992
28.000011,11.999992
28.200012,10.799993
28.400013,9.599993
28.600014,8.399993
28.800014,7.199993
29.000015,5.999993
29.200016,4.799994
29.400017,3.599993
29.600018,2.399993
29.800018,1.199993
30.000019,-0.000007
